implementation,revision,contract_version,records,phase,workload,operation,operations,elapsed_ns,ns_per_op,ops_per_sec,workload_digest,result_count,validated,repetition,peak_rss_bytes
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,clustered,point_read,65000,6455083,99.309,10069583.923,3f4faf6738a21a14,57500,true,1,34324480
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,clustered,range_scan,57500,263416,4.581,218285905.184,3f4faf6738a21a14,57500,true,1,34324480
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,clustered,write,15000,11363583,757.572,1320006.199,3f4faf6738a21a14,57500,true,1,65568768
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,clustered,point_read,65000,24574750,378.073,2644991.302,3f4faf6738a21a14,57500,true,1,65568768
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,clustered,range_scan,57500,1300334,22.615,44219408.244,3f4faf6738a21a14,57500,true,1,65568768
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,append,write,50000,33309125,666.183,1501090.167,bd7b883b605f8118,50000,true,2,73809920
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,append,point_read,50000,22581334,451.627,2214218.168,bd7b883b605f8118,50000,true,2,73809920
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,append,range_scan,50000,1105417,22.108,45231799.402,bd7b883b605f8118,50000,true,2,73809920
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,append,write,50000,14999416,299.988,3333463.116,bd7b883b605f8118,50000,true,2,22691840
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,append,point_read,50000,8857125,177.143,5645172.672,bd7b883b605f8118,50000,true,2,22691840
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,append,range_scan,50000,239708,4.794,208587114.322,bd7b883b605f8118,50000,true,2,22691840
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,random,write,50000,46621333,932.427,1072470.407,ccbb2643dbf4bfa2,50000,true,2,64880640
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,random,point_read,50000,22470875,449.418,2225102.494,ccbb2643dbf4bfa2,50000,true,2,64880640
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,random,range_scan,50000,1105041,22.101,45247189.923,ccbb2643dbf4bfa2,50000,true,2,64880640
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,random,write,50000,17117458,342.349,2920994.461,ccbb2643dbf4bfa2,50000,true,2,22446080
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,random,point_read,50000,8321750,166.435,6008351.609,ccbb2643dbf4bfa2,50000,true,2,22446080
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,random,range_scan,50000,217791,4.356,229577898.077,ccbb2643dbf4bfa2,50000,true,2,22446080
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,clustered,write,50000,15919834,318.397,3140736.266,205a94f559ff5dec,50000,true,2,21889024
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,clustered,point_read,50000,8291375,165.827,6030362.877,205a94f559ff5dec,50000,true,2,21889024
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,clustered,range_scan,50000,217208,4.344,230194099.665,205a94f559ff5dec,50000,true,2,21889024
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,clustered,write,50000,36648709,732.974,1364304.538,205a94f559ff5dec,50000,true,2,62423040
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,clustered,point_read,50000,21588333,431.767,2316065.812,205a94f559ff5dec,50000,true,2,62423040
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,clustered,range_scan,50000,1026875,20.538,48691418.138,205a94f559ff5dec,50000,true,2,62423040
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,append,write,15000,3828666,255.244,3917813.672,3c499f1c4facc286,65000,true,2,31145984
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,append,point_read,65000,6672750,102.658,9741111.236,3c499f1c4facc286,65000,true,2,31145984
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,append,range_scan,65000,302500,4.654,214876033.058,3c499f1c4facc286,65000,true,2,31145984
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,append,write,15000,13762209,917.481,1089941.302,3c499f1c4facc286,65000,true,2,65847296
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,append,point_read,65000,23558542,362.439,2759084.157,3c499f1c4facc286,65000,true,2,65847296
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,append,range_scan,65000,1361375,20.944,47745845.193,3c499f1c4facc286,65000,true,2,65847296
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,random,write,15000,26444167,1762.944,567232.842,fe19475bee4bebd1,57500,true,2,55197696
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,random,point_read,65000,11062625,170.194,5875639.823,fe19475bee4bebd1,57500,true,2,55197696
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,random,range_scan,57500,255750,4.448,224828934.506,fe19475bee4bebd1,57500,true,2,55197696
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,random,write,15000,24861792,1657.453,603335.431,fe19475bee4bebd1,57500,true,2,58081280
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,random,point_read,65000,28407625,437.040,2288118.067,fe19475bee4bebd1,57500,true,2,58081280
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,random,range_scan,57500,1202084,20.906,47833595.656,fe19475bee4bebd1,57500,true,2,58081280
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,clustered,write,15000,11033583,735.572,1359485.853,3f4faf6738a21a14,57500,true,2,58376192
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,clustered,point_read,65000,23500083,361.540,2765947.678,3f4faf6738a21a14,57500,true,2,58376192
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,clustered,range_scan,57500,1212792,21.092,47411262.607,3f4faf6738a21a14,57500,true,2,58376192
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,clustered,write,15000,6980750,465.383,2148766.250,3f4faf6738a21a14,57500,true,2,35094528
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,clustered,point_read,65000,6037250,92.881,10766491.366,3f4faf6738a21a14,57500,true,2,35094528
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,clustered,range_scan,57500,256084,4.454,224535699.224,3f4faf6738a21a14,57500,true,2,35094528
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,append,write,50000,13539750,270.795,3692830.370,bd7b883b605f8118,50000,true,3,21839872
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,append,point_read,50000,8259750,165.195,6053451.981,bd7b883b605f8118,50000,true,3,21839872
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,append,range_scan,50000,220208,4.404,227058054.203,bd7b883b605f8118,50000,true,3,21839872
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,append,write,50000,32533750,650.675,1536865.563,bd7b883b605f8118,50000,true,3,73809920
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,append,point_read,50000,21373500,427.470,2339345.451,bd7b883b605f8118,50000,true,3,73809920
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,append,range_scan,50000,1030458,20.609,48522113.468,bd7b883b605f8118,50000,true,3,73809920
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,random,write,50000,17018375,340.368,2938000.837,ccbb2643dbf4bfa2,50000,true,3,21839872
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,random,point_read,50000,8282167,165.643,6037067.352,ccbb2643dbf4bfa2,50000,true,3,21839872
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,random,range_scan,50000,223417,4.468,223796756.737,ccbb2643dbf4bfa2,50000,true,3,21839872
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,random,write,50000,39530750,790.615,1264838.132,ccbb2643dbf4bfa2,50000,true,3,75186176
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,random,point_read,50000,21532833,430.657,2322035.377,ccbb2643dbf4bfa2,50000,true,3,75186176
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,random,range_scan,50000,1036583,20.732,48235404.208,ccbb2643dbf4bfa2,50000,true,3,75186176
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,clustered,write,50000,34747500,694.950,1438952.443,205a94f559ff5dec,50000,true,3,72843264
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,clustered,point_read,50000,21464958,429.299,2329377.956,205a94f559ff5dec,50000,true,3,72843264
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,fresh,clustered,range_scan,50000,1035125,20.703,48303345.007,205a94f559ff5dec,50000,true,3,72843264
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,clustered,write,50000,15600334,312.007,3205059.584,205a94f559ff5dec,50000,true,3,21856256
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,clustered,point_read,50000,8248458,164.969,6061739.055,205a94f559ff5dec,50000,true,3,21856256
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,fresh,clustered,range_scan,50000,216875,4.338,230547550.432,205a94f559ff5dec,50000,true,3,21856256
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,append,write,15000,14713084,980.872,1019500.738,3c499f1c4facc286,65000,true,3,65650688
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,append,point_read,65000,24341125,374.479,2670377.807,3c499f1c4facc286,65000,true,3,65650688
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,append,range_scan,65000,1381958,21.261,47034714.514,3c499f1c4facc286,65000,true,3,65650688
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,append,write,15000,4014750,267.650,3736222.679,3c499f1c4facc286,65000,true,3,30425088
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,append,point_read,65000,6700250,103.081,9701130.555,3c499f1c4facc286,65000,true,3,30425088
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,append,range_scan,65000,316125,4.863,205614867.537,3c499f1c4facc286,65000,true,3,30425088
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,random,write,15000,23360917,1557.394,642098.082,fe19475bee4bebd1,57500,true,3,58212352
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,random,point_read,65000,28556500,439.331,2276189.309,fe19475bee4bebd1,57500,true,3,58212352
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,random,range_scan,57500,1195458,20.791,48098720.323,fe19475bee4bebd1,57500,true,3,58212352
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,random,write,15000,25894584,1726.306,579271.712,fe19475bee4bebd1,57500,true,3,54509568
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,random,point_read,65000,10969167,168.756,5925700.648,fe19475bee4bebd1,57500,true,3,54509568
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,random,range_scan,57500,251750,4.378,228401191.658,fe19475bee4bebd1,57500,true,3,54509568
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,clustered,write,15000,7051541,470.103,2127194.609,3f4faf6738a21a14,57500,true,3,34635776
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,clustered,point_read,65000,6029625,92.763,10780106.557,3f4faf6738a21a14,57500,true,3,34635776
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,50000,mutation,clustered,range_scan,57500,258000,4.487,222868217.054,3f4faf6738a21a14,57500,true,3,34635776
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,clustered,write,15000,11739667,782.644,1277719.377,3f4faf6738a21a14,57500,true,3,65404928
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,clustered,point_read,65000,23443459,360.669,2772628.391,3f4faf6738a21a14,57500,true,3,65404928
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,50000,mutation,clustered,range_scan,57500,1226667,21.333,46874987.262,3f4faf6738a21a14,57500,true,3,65404928
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,append,write,1000000,270288666,270.289,3699748.180,9022bebe1b37f1a0,1000000,true,1,286081024
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,append,point_read,100000,40618834,406.188,2461912.127,9022bebe1b37f1a0,1000000,true,1,286081024
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,append,range_scan,1000000,4596291,4.596,217566729.348,9022bebe1b37f1a0,1000000,true,1,286081024
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,append,write,1000000,986098709,986.099,1014097.261,9022bebe1b37f1a0,1000000,true,1,407158784
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,append,point_read,100000,88683250,886.832,1127608.652,9022bebe1b37f1a0,1000000,true,1,407158784
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,append,range_scan,1000000,23872250,23.872,41889641.739,9022bebe1b37f1a0,1000000,true,1,407158784
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,random,write,1000000,525397083,525.397,1903322.330,1ea63edc2fc9d3ae,1000000,true,1,286785536
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,random,point_read,100000,39848292,398.483,2509517.848,1ea63edc2fc9d3ae,1000000,true,1,286785536
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,random,range_scan,1000000,4590417,4.590,217845132.588,1ea63edc2fc9d3ae,1000000,true,1,286785536
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,random,write,1000000,2330477708,2330.478,429096.574,1ea63edc2fc9d3ae,1000000,true,1,1296203776
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,random,point_read,100000,94306292,943.063,1060374.635,1ea63edc2fc9d3ae,1000000,true,1,1296203776
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,random,range_scan,1000000,24806334,24.806,40312284.758,1ea63edc2fc9d3ae,1000000,true,1,1296203776
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,clustered,write,1000000,861829000,861.829,1160322.988,97982a098e54aeae,1000000,true,1,443105280
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,clustered,point_read,100000,92381833,923.818,1082463.908,97982a098e54aeae,1000000,true,1,443105280
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,clustered,range_scan,1000000,24083166,24.083,41522779.854,97982a098e54aeae,1000000,true,1,443105280
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,clustered,write,1000000,356416916,356.417,2805702.971,97982a098e54aeae,1000000,true,1,286097408
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,clustered,point_read,100000,40057667,400.577,2496401.001,97982a098e54aeae,1000000,true,1,286097408
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,clustered,range_scan,1000000,4530209,4.530,220740367.608,97982a098e54aeae,1000000,true,1,286097408
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,append,write,300000,300360750,1001.202,998798.944,5b78f26021f8f5fe,1300000,true,1,377339904
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,append,point_read,100000,48276583,482.766,2071397.638,5b78f26021f8f5fe,1300000,true,1,377339904
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,append,range_scan,1300000,34781625,26.755,37376057.042,5b78f26021f8f5fe,1300000,true,1,377339904
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,append,write,300000,80830208,269.434,3711483.707,5b78f26021f8f5fe,1300000,true,1,336855040
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,append,point_read,100000,12860500,128.605,7775747.444,5b78f26021f8f5fe,1300000,true,1,336855040
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,append,range_scan,1300000,6752750,5.194,192514160.897,5b78f26021f8f5fe,1300000,true,1,336855040
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,random,write,300000,1195151375,3983.838,251014.228,31410e2e26ae4359,1150000,true,1,903479296
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,random,point_read,100000,114721916,1147.219,871673.029,31410e2e26ae4359,1150000,true,1,903479296
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,random,range_scan,1150000,30082375,26.159,38228364.615,31410e2e26ae4359,1150000,true,1,903479296
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,random,write,300000,642597375,2141.991,466855.315,31410e2e26ae4359,1150000,true,1,766361600
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,random,point_read,100000,39670917,396.709,2520738.303,31410e2e26ae4359,1150000,true,1,766361600
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,random,range_scan,1150000,5441917,4.732,211322590.918,31410e2e26ae4359,1150000,true,1,766361600
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,clustered,write,300000,141648667,472.162,2117916.154,800dca3c814e1e50,1150000,true,1,396951552
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,clustered,point_read,100000,10981583,109.816,9106155.278,800dca3c814e1e50,1150000,true,1,396951552
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,clustered,range_scan,1150000,5696041,4.953,201894614.171,800dca3c814e1e50,1150000,true,1,396951552
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,clustered,write,300000,212321791,707.739,1412949.649,800dca3c814e1e50,1150000,true,1,375521280
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,clustered,point_read,100000,47168250,471.683,2120070.174,800dca3c814e1e50,1150000,true,1,375521280
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,clustered,range_scan,1150000,27670292,24.061,41560819.091,800dca3c814e1e50,1150000,true,1,375521280
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,append,write,1000000,957193625,957.194,1044720.706,9022bebe1b37f1a0,1000000,true,2,390283264
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,append,point_read,100000,89321750,893.217,1119548.150,9022bebe1b37f1a0,1000000,true,2,390283264
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,append,range_scan,1000000,23742250,23.742,42119007.255,9022bebe1b37f1a0,1000000,true,2,390283264
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,append,write,1000000,273313208,273.313,3658805.981,9022bebe1b37f1a0,1000000,true,2,284721152
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,append,point_read,100000,41829875,418.299,2390635.879,9022bebe1b37f1a0,1000000,true,2,284721152
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,append,range_scan,1000000,5086042,5.086,196616543.867,9022bebe1b37f1a0,1000000,true,2,284721152
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,random,write,1000000,2381384833,2381.385,419923.729,1ea63edc2fc9d3ae,1000000,true,2,1294925824
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,random,point_read,100000,96653833,966.538,1034620.117,1ea63edc2fc9d3ae,1000000,true,2,1294925824
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,random,range_scan,1000000,24879542,24.880,40193665.944,1ea63edc2fc9d3ae,1000000,true,2,1294925824
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,random,write,1000000,585790041,585.790,1707096.280,1ea63edc2fc9d3ae,1000000,true,2,284622848
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,random,point_read,100000,42673083,426.731,2343397.593,1ea63edc2fc9d3ae,1000000,true,2,284622848
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,random,range_scan,1000000,4869250,4.869,205370436.926,1ea63edc2fc9d3ae,1000000,true,2,284622848
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,clustered,write,1000000,373366708,373.367,2678331.995,97982a098e54aeae,1000000,true,2,286687232
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,clustered,point_read,100000,44937459,449.375,2225314.965,97982a098e54aeae,1000000,true,2,286687232
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,clustered,range_scan,1000000,4757917,4.758,210176007.694,97982a098e54aeae,1000000,true,2,286687232
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,clustered,write,1000000,836845542,836.846,1194963.646,97982a098e54aeae,1000000,true,2,443334656
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,clustered,point_read,100000,104947083,1049.471,952861.167,97982a098e54aeae,1000000,true,2,443334656
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,clustered,range_scan,1000000,25022375,25.022,39964232.012,97982a098e54aeae,1000000,true,2,443334656
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,append,write,300000,80842208,269.474,3710932.784,5b78f26021f8f5fe,1300000,true,2,336969728
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,append,point_read,100000,12865291,128.653,7772851.776,5b78f26021f8f5fe,1300000,true,2,336969728
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,append,range_scan,1300000,6469000,4.976,200958417.066,5b78f26021f8f5fe,1300000,true,2,336969728
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,append,write,300000,332267542,1107.558,902886.867,5b78f26021f8f5fe,1300000,true,2,375619584
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,append,point_read,100000,47066708,470.667,2124644.027,5b78f26021f8f5fe,1300000,true,2,375619584
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,append,range_scan,1300000,31290083,24.069,41546709.863,5b78f26021f8f5fe,1300000,true,2,375619584
