records,operation,pattern,cache_state,repetitions,latency_median_ns,latency_min_ns,latency_max_ns,ns_per_op_median,ops_per_sec_median,nodes_read_median,nodes_written_median,bytes_read_median,bytes_written_median,cache_hits_median,cache_misses_median,pg_calls_median,pg_execution_ms_median,pg_shared_blks_hit_median,pg_shared_blks_read_median,pg_wal_bytes_median,tree_records_median,tree_nodes_median,tree_height_median,tree_bytes_median,table_bytes_after_median,index_bytes_after_median
1000000,batch,append,cold-manager,3,1050058459,1002745875,1141584667,3500.194863333333,285698.3793889898,4.0,2295.0,13422.0,9510489.0,0.0,4.0,2299.0,90.81383599999964,15851.0,0.0,3022201.0,1300000.0,10010.0,3.0,41159896.0,12066816.0,892928.0
1000000,batch,clustered,cold-manager,3,2690374417,2635008083,3182001167,8967.914723333333,111508.64285073226,2213.0,2211.0,9514411.0,9503156.0,0.0,2213.0,4424.0,124.83407100000012,22393.0,0.0,2927639.0,1000000.0,7719.0,3.0,31662829.0,11976704.0,901120.0
1000000,batch,random,cold-manager,3,8637910666,8501048583,8723440458,28793.035553333335,34730.620817930096,7659.0,7659.0,31650238.0,31650238.0,0.0,7659.0,15318.0,440.4681080000007,77580.0,0.0,10268113.0,1000000.0,7719.0,3.0,31662829.0,18751488.0,1179648.0
1000000,build,base,cold-manager,1,3106792000,3106792000,3106792000,3106.792,321875.4264849401,0.0,7719.0,0.0,31662829.0,0.0,0.0,7719.0,296.0667319999997,51423.0,2.0,9578658.0,1000000.0,7719.0,3.0,31662829.0,9068544.0,491520.0
1000000,diff,append,cold-manager,3,1843615583,1602126542,5458463958,6145.385276666667,162723.72763948372,2299.0,0.0,9523911.0,0.0,0.0,2299.0,2299.0,44.900745000000136,7343.0,0.0,0.0,1300000.0,10010.0,3.0,41159896.0,12066816.0,892928.0
1000000,diff,clustered,cold-manager,3,930309750,874075208,1088764458,3101.0325,322473.2407673896,4422.0,0.0,19006312.0,0.0,4418.0,4422.0,4422.0,98.94091800000035,14002.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,11976704.0,901120.0
1000000,diff,random,cold-manager,3,3455877541,2979618959,3717620667,11519.591803333333,86808.63150989759,15324.0,0.0,63301056.0,0.0,15322.0,15324.0,15324.0,325.2141209999987,48565.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,18792448.0,1187840.0
1000000,full_scan,append,cold-manager,1,5170720500,5170720500,5170720500,5170.7205,193396.6455932012,7719.0,0.0,31662829.0,0.0,106969.0,7719.0,7719.0,131.23711600000058,24362.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9207808.0,622592.0
1000000,get_cold,append,cold-manager,3,29355572750,26721726417,36796982500,2935557.275,340.6508224234869,40000.0,0.0,199062901.0,0.0,0.0,40000.0,40000.0,1091.7455710000015,197750.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9207808.0,622592.0
1000000,get_cold,clustered,cold-manager,3,28932065042,27524796459,29047309375,2893206.5042,345.63727080950616,40000.0,0.0,232712982.0,0.0,0.0,40000.0,40000.0,1050.5915420000022,199957.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9216000.0,622592.0
1000000,get_cold,random,cold-manager,3,33044045250,27922456333,41690427750,3304404.525,302.6263862170447,40000.0,0.0,172775425.0,0.0,0.0,40000.0,40000.0,999.081005999998,180149.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9207808.0,622592.0
1000000,get_warm,append,warm-manager,3,4472792,4438042,4481333,447.2792,2235740.00311215,0.0,0.0,0.0,0.0,10249.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9207808.0,622592.0
1000000,get_warm,clustered,warm-manager,3,4337334,4309000,4930291,433.7334,2305563.7403068338,0.0,0.0,0.0,0.0,10210.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9207808.0,622592.0
1000000,get_warm,random,warm-manager,3,12194125,12013041,14736500,1219.4125,820067.0404805593,0.0,0.0,0.0,0.0,39988.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9207808.0,622592.0
1000000,merge,append,cold-manager,3,1343315333,1262062625,1462804709,4477.717776666666,223328.05457525438,1139.0,1130.0,4788205.0,4761193.0,6.0,1139.0,2269.0,69.63151100000002,14910.0,0.0,1533256.0,1300000.0,10010.0,3.0,41159896.0,13369344.0,892928.0
1000000,merge,clustered,cold-manager,3,13425875,13068375,19826166,44.752916666666664,22344912.342770956,12.0,4.0,90573.0,30191.0,0.0,12.0,16.0,0.9697489999999999,127.0,0.0,23115.0,1000000.0,7719.0,3.0,31662829.0,12017664.0,892928.0
1000000,merge,random,cold-manager,3,18349834,13961042,21536500,61.166113333333335,16348921.73956451,12.0,4.0,90573.0,30191.0,0.0,12.0,16.0,1.2172910000000001,129.0,0.0,23171.0,1000000.0,7719.0,3.0,31662829.0,18817024.0,1220608.0
1000000,put,append,cold-manager,3,6286292,5803333,7547000,6286292.0,159.07628853384475,4.0,4.0,13422.0,13459.0,0.0,4.0,8.0,0.40691499999999997,120.0,0.0,15348.0,1000001.0,7719.0,3.0,31662866.0,9224192.0,622592.0
1000000,put,clustered,cold-manager,3,9440167,9314542,9591166,9440167.0,105.93032941048607,6.0,4.0,41446.0,30191.0,0.0,6.0,10.0,0.7188300000000001,160.0,0.0,22979.0,1000000.0,7719.0,3.0,31662829.0,9232384.0,622592.0
1000000,put,random,cold-manager,3,8652625,7681833,19556458,8652625.0,115.57186402970197,6.0,4.0,33290.0,22035.0,0.0,6.0,10.0,0.736167,160.0,0.0,21824.0,1000000.0,7719.0,3.0,31662829.0,9232384.0,622592.0
1000000,query,append,cold-manager,3,60529250,56388500,64785167,6052.925,165209.38224081745,86.0,0.0,326704.0,0.0,0.0,86.0,86.0,1.6209550000000006,355.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9207808.0,622592.0
1000000,query,clustered,cold-manager,3,59989833,57232958,83821792,5998.9833,166694.9131196948,74.0,0.0,353109.0,0.0,0.0,74.0,74.0,1.7644950000000001,321.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9207808.0,622592.0
1000000,query,random,cold-manager,3,3193989291,3104238208,4431518375,319398.9291,3130.8808793373,4498.0,0.0,25708157.0,0.0,0.0,4498.0,4498.0,93.78658900000035,14699.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9207808.0,622592.0
1000000,scan,append,cold-manager,3,61988541,59975750,98846708,6198.8541,161320.13818489452,86.0,0.0,326704.0,0.0,1110.0,86.0,86.0,1.8386160000000007,355.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9207808.0,622592.0
1000000,scan,clustered,cold-manager,3,55280000,51445625,100377000,5528.0,180897.2503617945,74.0,0.0,353109.0,0.0,795.0,74.0,74.0,1.6393739999999999,336.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9207808.0,622592.0
