revision,adapter,records,changes,api,pattern,run,total_ns,operations_per_sec,p50_ns,p95_ns,root,node_count,byte_count,value_valid,count_valid,root_valid,reopen_valid
sqlite-balanced6-final-v2,memory-sync,1000000,150000,merge,clustered,3,10930833,27445300.829314657,10930833,10930833,69a73d0b31311999d87a6c97991112aaa05b39a78aa46b8d1e8eaca40eb561e3,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,batch,append,4,53212750,2818873.2963434514,53212750,53212750,989291b8bd012b2db200787093492900f87c7736407ec5433f8e6def31cfbe9c,8827,34019488,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,batch,append,4,59141250,2536300.805275506,59141250,59141250,989291b8bd012b2db200787093492900f87c7736407ec5433f8e6def31cfbe9c,8827,34019488,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,batch,random,4,210249291,713438.7910968033,210249291,210249291,6494b9ee843c1e4e93fd8a0eea5a061f16ef183c7ce7974ede7478f5ba688f0a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,batch,random,4,234915458,638527.584676867,234915458,234915458,6494b9ee843c1e4e93fd8a0eea5a061f16ef183c7ce7974ede7478f5ba688f0a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,batch,clustered,4,64225291,2335528.538126826,64225291,64225291,57c094e91119e6df53a8dea91b80d2056df31d91db5ecc14826851916421b16a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,batch,clustered,4,60677458,2472087.7397335926,60677458,60677458,57c094e91119e6df53a8dea91b80d2056df31d91db5ecc14826851916421b16a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,build,append,4,342168917,2922533.141723098,342168917,342168917,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,build,append,4,356872834,2802118.583226203,356872834,356872834,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,build,random,4,733344916,1363614.8259600126,733344916,733344916,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,build,random,4,715958083,1396729.813859787,715958083,715958083,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,build,clustered,4,433514125,2306729.913356341,433514125,433514125,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,build,clustered,4,443901125,2252753.9212701926,443901125,443901125,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,diff,append,4,17036541,8804604.174051529,17036541,17036541,989291b8bd012b2db200787093492900f87c7736407ec5433f8e6def31cfbe9c,8827,34019488,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,diff,append,4,17696250,8476372.112735748,17696250,17696250,989291b8bd012b2db200787093492900f87c7736407ec5433f8e6def31cfbe9c,8827,34019488,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,diff,random,4,109421917,1370840.541936402,109421917,109421917,6494b9ee843c1e4e93fd8a0eea5a061f16ef183c7ce7974ede7478f5ba688f0a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,diff,random,4,104586084,1434225.2263695044,104586084,104586084,6494b9ee843c1e4e93fd8a0eea5a061f16ef183c7ce7974ede7478f5ba688f0a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,diff,clustered,4,22178666,6763256.185020326,22178666,22178666,57c094e91119e6df53a8dea91b80d2056df31d91db5ecc14826851916421b16a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,diff,clustered,4,23656417,6340774.26010879,23656417,23656417,57c094e91119e6df53a8dea91b80d2056df31d91db5ecc14826851916421b16a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,merge,append,4,85969916,3489592.8012771355,85969916,85969916,7a4b61ffc8e32f0f372fa3aaebab6988885f71128384f51c1a0a428722c276dc,9974,38456519,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,merge,append,4,85557625,3506408.6923871483,85557625,85557625,7a4b61ffc8e32f0f372fa3aaebab6988885f71128384f51c1a0a428722c276dc,9974,38456519,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,merge,random,4,780251875,384491.2259903252,780251875,780251875,6709a9f60bb9f89c07c8b85329eebb082db61c8759f25c3b18e8ed3affcd9c79,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,merge,random,4,765580292,391859.616992335,765580292,765580292,6709a9f60bb9f89c07c8b85329eebb082db61c8759f25c3b18e8ed3affcd9c79,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,merge,clustered,4,11086375,27060242.86567972,11086375,11086375,69a73d0b31311999d87a6c97991112aaa05b39a78aa46b8d1e8eaca40eb561e3,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,merge,clustered,4,11313541,26516896.876053218,11313541,11313541,69a73d0b31311999d87a6c97991112aaa05b39a78aa46b8d1e8eaca40eb561e3,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,batch,append,5,48615291,3085448.979416785,48615291,48615291,989291b8bd012b2db200787093492900f87c7736407ec5433f8e6def31cfbe9c,8827,34019488,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,batch,append,5,52658209,2848558.7118999814,52658209,52658209,989291b8bd012b2db200787093492900f87c7736407ec5433f8e6def31cfbe9c,8827,34019488,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,batch,random,5,238073417,630057.7439101485,238073417,238073417,6494b9ee843c1e4e93fd8a0eea5a061f16ef183c7ce7974ede7478f5ba688f0a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,batch,random,5,214710417,698615.3820380312,214710417,214710417,6494b9ee843c1e4e93fd8a0eea5a061f16ef183c7ce7974ede7478f5ba688f0a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,batch,clustered,5,63214333,2372879.5809646524,63214333,63214333,57c094e91119e6df53a8dea91b80d2056df31d91db5ecc14826851916421b16a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,batch,clustered,5,74470917,2014209.117365911,74470917,74470917,57c094e91119e6df53a8dea91b80d2056df31d91db5ecc14826851916421b16a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,build,append,5,392810250,2545758.4164364343,392810250,392810250,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,build,append,5,352158667,2839629.1038891287,352158667,352158667,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,build,random,5,687254167,1455065.7500778749,687254167,687254167,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,build,random,5,697212333,1434283.2917156674,697212333,697212333,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,build,clustered,5,460731458,2170461.7356516602,460731458,460731458,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,build,clustered,5,444064333,2251925.961367404,444064333,444064333,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,diff,append,5,18285458,8203239.973535254,18285458,18285458,989291b8bd012b2db200787093492900f87c7736407ec5433f8e6def31cfbe9c,8827,34019488,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,diff,append,5,18132417,8272476.857332367,18132417,18132417,989291b8bd012b2db200787093492900f87c7736407ec5433f8e6def31cfbe9c,8827,34019488,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,diff,random,5,107266292,1398388.9738632897,107266292,107266292,6494b9ee843c1e4e93fd8a0eea5a061f16ef183c7ce7974ede7478f5ba688f0a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,diff,random,5,110616958,1356030.7814648093,110616958,110616958,6494b9ee843c1e4e93fd8a0eea5a061f16ef183c7ce7974ede7478f5ba688f0a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,diff,clustered,5,22856625,6562648.68500927,22856625,22856625,57c094e91119e6df53a8dea91b80d2056df31d91db5ecc14826851916421b16a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,diff,clustered,5,23685000,6333122.229259024,23685000,23685000,57c094e91119e6df53a8dea91b80d2056df31d91db5ecc14826851916421b16a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,merge,append,5,86128541,3483165.9345071223,86128541,86128541,7a4b61ffc8e32f0f372fa3aaebab6988885f71128384f51c1a0a428722c276dc,9974,38456519,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,merge,append,5,89481292,3352656.1060383436,89481292,89481292,7a4b61ffc8e32f0f372fa3aaebab6988885f71128384f51c1a0a428722c276dc,9974,38456519,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,merge,random,5,781496542,383878.8579054263,781496542,781496542,6709a9f60bb9f89c07c8b85329eebb082db61c8759f25c3b18e8ed3affcd9c79,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,merge,random,5,793570625,378038.1865823222,793570625,793570625,6709a9f60bb9f89c07c8b85329eebb082db61c8759f25c3b18e8ed3affcd9c79,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,merge,clustered,5,11446500,26208884.81195125,11446500,11446500,69a73d0b31311999d87a6c97991112aaa05b39a78aa46b8d1e8eaca40eb561e3,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,merge,clustered,5,11227250,26720701.863768958,11227250,11227250,69a73d0b31311999d87a6c97991112aaa05b39a78aa46b8d1e8eaca40eb561e3,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,batch,append,6,53103667,2824663.6903624753,53103667,53103667,989291b8bd012b2db200787093492900f87c7736407ec5433f8e6def31cfbe9c,8827,34019488,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,batch,append,6,51004625,2940909.770437485,51004625,51004625,989291b8bd012b2db200787093492900f87c7736407ec5433f8e6def31cfbe9c,8827,34019488,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,batch,random,6,215530791,695956.2450638433,215530791,215530791,6494b9ee843c1e4e93fd8a0eea5a061f16ef183c7ce7974ede7478f5ba688f0a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,batch,random,6,235933042,635773.6022409273,235933042,235933042,6494b9ee843c1e4e93fd8a0eea5a061f16ef183c7ce7974ede7478f5ba688f0a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,batch,clustered,6,67422458,2224777.981247732,67422458,67422458,57c094e91119e6df53a8dea91b80d2056df31d91db5ecc14826851916421b16a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,batch,clustered,6,61725917,2430097.555294318,61725917,61725917,57c094e91119e6df53a8dea91b80d2056df31d91db5ecc14826851916421b16a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,build,append,6,347784833,2875341.0301823025,347784833,347784833,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,build,append,6,364136083,2746226.0585694276,364136083,364136083,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,build,random,6,737429750,1356061.373981725,737429750,737429750,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,build,random,6,752841000,1328301.726393754,752841000,752841000,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,build,clustered,6,439341209,2276135.2213604893,439341209,439341209,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,build,clustered,6,455163416,2197013.127258892,455163416,455163416,2d6d851d114b0e9574bd7d7aba799bdcf9b2e5395f5c556ad902d0ea9de318db,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,diff,append,6,17435041,8603363.766107578,17435041,17435041,989291b8bd012b2db200787093492900f87c7736407ec5433f8e6def31cfbe9c,8827,34019488,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,diff,append,6,17570416,8537077.323610324,17570416,17570416,989291b8bd012b2db200787093492900f87c7736407ec5433f8e6def31cfbe9c,8827,34019488,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,diff,random,6,107180625,1399506.673897451,107180625,107180625,6494b9ee843c1e4e93fd8a0eea5a061f16ef183c7ce7974ede7478f5ba688f0a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,diff,random,6,101519375,1477550.4675831585,101519375,101519375,6494b9ee843c1e4e93fd8a0eea5a061f16ef183c7ce7974ede7478f5ba688f0a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,diff,clustered,6,22017708,6812698.215454578,22017708,22017708,57c094e91119e6df53a8dea91b80d2056df31d91db5ecc14826851916421b16a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,diff,clustered,6,23506875,6381111.9087501,23506875,23506875,57c094e91119e6df53a8dea91b80d2056df31d91db5ecc14826851916421b16a,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,merge,append,6,84936791,3532038.3130556466,84936791,84936791,7a4b61ffc8e32f0f372fa3aaebab6988885f71128384f51c1a0a428722c276dc,9974,38456519,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,merge,append,6,86220167,3479464.38099569,86220167,86220167,7a4b61ffc8e32f0f372fa3aaebab6988885f71128384f51c1a0a428722c276dc,9974,38456519,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,merge,random,6,801403916,374343.06722304557,801403916,801403916,6709a9f60bb9f89c07c8b85329eebb082db61c8759f25c3b18e8ed3affcd9c79,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,merge,random,6,779594667,384815.3568757032,779594667,779594667,6709a9f60bb9f89c07c8b85329eebb082db61c8759f25c3b18e8ed3affcd9c79,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,memory-sync,1000000,150000,merge,clustered,6,11159334,26883324.757552736,11159334,11159334,69a73d0b31311999d87a6c97991112aaa05b39a78aa46b8d1e8eaca40eb561e3,7676,29582168,true,true,true,true
sqlite-balanced6-final-v2,sqlite-sync,1000000,150000,merge,clustered,6,11284625,26584844.42327503,11284625,11284625,69a73d0b31311999d87a6c97991112aaa05b39a78aa46b8d1e8eaca40eb561e3,7676,29582168,true,true,true,true
