profile,records,workload,runs,operations,original_total_ns,current_total_ns,latency_delta_pct,latency_class,original_min_ns,original_max_ns,current_min_ns,current_max_ns,original_ns_per_op,current_ns_per_op,original_ops_per_sec,current_ops_per_sec,original_peak_rss,current_peak_rss,rss_delta_pct,memory_regression,original_fixture_bytes,current_fixture_bytes,fixture_delta_pct,size_regression,original_nodes_read,current_nodes_read,original_nodes_written,current_nodes_written,original_bytes_read,current_bytes_read,original_bytes_written,current_bytes_written,io_regression,original_tree_bytes,current_tree_bytes,original_node_payload,current_node_payload,original_num_nodes,current_num_nodes,original_height,current_height,original_entries,current_entries
full,100000,append_sparse_diff,5,1000,1086750,700208,-35.569,noise-sensitive,956125,2111667,445417,957250,1086.750,700.208,920174.833,1428147.065,27295744,25444352,-6.783,false,4812800,4796416,-0.340,false,12,8,0,0,90478,57376,0,0,false,4182715,4200803,4207161,4208804,387,378,2,2,101000,101000
full,100000,clustered_batch_deletes,5,1000,8472875,11071333,30.668,noise-sensitive,7910666,18704459,10343500,18643083,8472.875,11071.333,118023.693,90323.360,27312128,25280512,-7.439,false,4747264,4734976,-0.259,false,6,10,4,3,78963,98359,37691,23984,true,4099857,4117806,4178820,4183413,379,372,2,2,99000,99000
full,100000,clustered_batch_updates,5,1000,13019916,12517875,-3.856,noise-sensitive,11909209,27741875,11561875,22855291,13019.916,12517.875,76805.411,79885.763,27803648,25985024,-6.541,false,4792320,4788224,-0.085,false,8,9,6,7,103293,73438,78963,65607,true,4141129,4159429,4220092,4225036,381,376,2,2,100000,100000
full,100000,clustered_conflict_resolved_merge,5,500,1548917,1265167,-18.319,material gain,1520375,4001709,1187958,1696250,3097.834,2530.334,322806.193,395204.744,28131328,25870336,-8.037,false,4833280,4833280,0.000,false,15,18,0,0,173613,157086,0,0,true,4141129,4159429,4256871,4264153,381,376,2,2,100000,100000
full,100000,clustered_delete_diff,5,1000,31219083,659542,-97.887,noise-sensitive,30265000,61495708,573209,914208,31219.083,659.542,32031.690,1516203.669,37371904,25149440,-32.705,false,4780032,4767744,-0.257,false,208,10,0,0,2183166,89591,0,0,false,4099857,4117806,4178820,4183413,379,372,2,2,99000,99000
full,100000,clustered_disjoint_sparse_merge,5,1000,2394084,2011167,-15.994,noise-sensitive,2062625,4966250,1595000,3826000,2394.084,2011.167,417696.288,497223.751,27607040,25935872,-6.053,false,4849664,4837376,-0.253,false,9,9,3,3,86913,63054,28971,21018,false,4141129,4159429,4278034,4267072,381,376,2,2,100000,100000
full,100000,clustered_reads_cold_manager,5,1000000,763643291,454462083,-40.488,material gain,747367791,987539125,433848167,590421708,763.643,454.462,1309511.930,2200403.592,25608192,23756800,-7.230,false,4739072,4739072,0.000,false,41,43,0,0,449147,427654,0,0,true,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
full,100000,clustered_reads_warm_manager,5,1000000,764396709,431127583,-43.599,material gain,725920667,854050542,416496458,569623917,764.397,431.128,1308221.226,2319499.005,25788416,23805952,-7.687,false,4739072,4739072,0.000,false,0,0,0,0,0,0,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
full,100000,clustered_sparse_diff,5,1000,1668250,1184750,-28.982,noise-sensitive,1414125,2395750,1051834,2348750,1668.250,1184.750,599430.541,844059.928,27279360,25247744,-7.447,false,4825088,4820992,-0.085,false,12,14,0,0,157926,131214,0,0,true,4141129,4159429,4220092,4225036,381,376,2,2,100000,100000
full,100000,identical_diff,5,1,1458,1833,25.720,noise-sensitive,1292,1875,1333,14125,1458.000,1833.000,685871.056,545553.737,26214400,24182784,-7.750,false,4739072,4739072,0.000,false,0,0,0,0,0,0,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
full,100000,random_batch_deletes,5,1000,101923708,91821459,-9.912,noise-sensitive,97959917,168418334,84821416,150692750,101923.708,91821.459,9811.260,10890.700,57573376,50135040,-12.920,false,8912896,9019392,1.195,false,320,377,320,321,3802839,4159641,3761837,3831138,true,4100127,4118169,7902966,7990567,381,374,2,2,99000,99000
full,100000,random_batch_updates,5,1000,104211666,86258125,-17.228,noise-sensitive,100312917,168739667,77603500,155982166,104211.666,86258.125,9595.855,11593.111,57524224,52396032,-8.915,false,8937472,9007104,0.779,false,320,315,320,315,3802839,3828688,3802839,3828688,false,4141129,4159429,7943968,7988117,381,376,2,2,100000,100000
full,100000,random_conflict_resolved_merge,5,500,62799042,37049667,-41.003,material gain,57992625,96803292,31831709,55663042,125598.084,74099.334,7961.905,13495.398,64880640,60129280,-7.323,false,11862016,12066816,1.727,false,756,762,0,0,9711192,9968892,0,0,false,4141129,4159429,10615257,10805357,381,376,2,2,100000,100000
full,100000,random_delete_diff,5,1000,39905458,36117958,-9.491,material gain,38145667,78501083,30661875,60282292,39905.458,36117.958,25059.229,27687.058,74481664,50282496,-32.490,false,8945664,9052160,1.190,false,701,644,0,0,7902966,7703536,0,0,false,4100127,4118169,7902966,7990567,381,374,2,2,99000,99000
full,100000,random_disjoint_sparse_merge,5,1000,603833,977417,61.869,noise-sensitive,509625,688333,908500,1173583,603.833,977.417,1656087.031,1023104.775,37814272,31916032,-15.598,false,8978432,9048064,0.776,false,6,9,2,3,23640,68847,7880,22949,true,4141129,4159429,7959728,8034015,381,376,2,2,100000,100000
full,100000,random_reads_cold_manager,5,1000000,863812000,650065000,-24.745,material gain,799321584,1004882209,610361333,751799750,863.812,650.065,1157659.305,1538307.708,20594688,18989056,-7.796,false,4739072,4739072,0.000,false,381,376,0,0,4141129,4159429,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
full,100000,random_reads_warm_manager,5,1000000,784848958,590475375,-24.766,material gain,745517250,981045459,566713459,672795792,784.849,590.475,1274130.506,1693550.726,20643840,18989056,-8.016,false,4739072,4739072,0.000,false,0,0,0,0,0,0,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
full,100000,random_sparse_diff,5,1000,42963875,24533208,-42.898,material gain,41256458,47520375,23085125,26457000,42963.875,24533.208,23275.368,40761.078,58081280,52248576,-10.042,false,8970240,9039872,0.776,false,640,630,0,0,7605678,7657376,0,0,false,4141129,4159429,7943968,7988117,381,376,2,2,100000,100000
full,100000,right_edge_reads_cold_manager,5,1000000,786679125,448338041,-43.009,material gain,747516500,983182791,432884542,530690709,786.679,448.338,1271166.309,2230459.851,25739264,23756800,-7.702,false,4739072,4739072,0.000,false,42,41,0,0,431633,423175,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
full,100000,right_edge_reads_warm_manager,5,1000000,748174667,432690166,-42.167,material gain,730470042,871836667,414443250,488560209,748.175,432.690,1336586.287,2311122.550,25608192,23773184,-7.166,false,4739072,4739072,0.000,false,0,0,0,0,0,0,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
full,100000,shuffled_batch_build,5,100000,65674875,66814125,1.735,noise-sensitive,62584209,106734334,61467833,133160791,656.749,668.141,1522652.308,1496689.510,54919168,53985280,-1.700,false,4706304,4706304,0.000,false,0,0,0,0,0,0,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
full,100000,sorted_stream_build,5,100000,66567958,63469000,-4.655,noise-sensitive,62801042,99292084,59006833,91390959,665.680,634.690,1502224.238,1575572.327,32030720,30539776,-4.655,false,4706304,4706304,0.000,false,0,0,0,0,0,0,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
full,1000000,append_batch_upserts,5,10000,65470334,70196000,7.218,noise-sensitive,57194375,139407042,66868250,148120542,6547.033,7019.600,152740.935,142458.260,215056384,199737344,-7.123,false,47071232,47316992,0.522,false,3,3,36,42,26426,16886,440151,433014,true,41812942,41996705,41839368,42013591,3683,3686,2,2,1010000,1010000
full,1000000,append_disjoint_sparse_merge,5,10000,12553167,11259333,-10.307,noise-sensitive,10452042,20497334,10271083,17157042,1255.317,1125.933,796611.724,888152.078,215220224,199835648,-7.148,false,47108096,47366144,0.548,false,27,31,21,25,274983,264951,222125,231173,true,41813253,41996705,41884622,42055470,3687,3686,2,2,1010000,1010000
full,1000000,append_sparse_diff,5,10000,10423625,9027625,-13.393,material gain,10292125,20294875,8544042,13979625,1042.362,902.763,959359.148,1107711.054,218185728,203014144,-6.954,false,47104000,47349760,0.522,false,39,45,0,0,466577,449900,0,0,true,41812942,41996705,41839368,42013591,3683,3686,2,2,1010000,1010000
full,1000000,clustered_batch_deletes,5,10000,67208209,85656791,27.450,noise-sensitive,64256542,128348125,74790250,149761000,6720.821,8565.679,148791.348,116744.976,214106112,196296704,-8.318,false,46628864,46837760,0.448,false,39,59,4,3,459956,590464,46083,23911,true,40985344,41164194,41445300,41604488,3615,3606,2,2,990000,990000
full,1000000,clustered_batch_updates,5,10000,106545625,111294958,4.458,noise-sensitive,87617459,211633208,102925084,227363042,10654.562,11129.496,93856.505,89851.330,216907776,199868416,-7.856,false,47063040,47325184,0.557,false,41,46,39,44,485859,456487,459956,440294,true,41399217,41580577,41859173,42020871,3650,3647,2,2,1000000,1000000
full,1000000,clustered_conflict_resolved_merge,5,5000,12192583,11838042,-2.908,noise-sensitive,11077042,17740666,11444625,17379708,2438.517,2367.608,410085.377,422367.145,215859200,198426624,-8.076,false,47144960,47333376,0.400,false,63,69,0,0,746826,679260,0,0,true,41399217,41580577,41897101,42033417,3650,3647,2,2,1000000,1000000
full,1000000,clustered_delete_diff,5,10000,215242083,3566542,-98.343,material gain,207986042,430668334,3426458,4004708,21524.208,356.654,46459.316,2803836.321,227803136,200114176,-12.155,false,46661632,46870528,0.448,false,518,47,0,0,6090498,464205,0,0,false,40985344,41164194,41445300,41604488,3615,3606,2,2,990000,990000
full,1000000,clustered_disjoint_sparse_merge,5,10000,7138417,4901334,-31.339,noise-sensitive,5909291,12081500,4521542,10549417,713.842,490.133,1400870.809,2040260.876,213860352,197427200,-7.684,false,47153152,47386624,0.495,false,9,9,3,3,123783,105381,41261,35127,false,41399217,41580577,41941695,42091125,3650,3647,2,2,1000000,1000000
full,1000000,clustered_reads_cold_manager,5,1000000,888556542,504709583,-43.199,material gain,846278875,1034587458,479898875,671183416,888.557,504.710,1125420.784,1981337.454,212008960,196362240,-7.380,false,46604288,46845952,0.519,false,39,44,0,0,459956,440294,0,0,true,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
full,1000000,clustered_reads_warm_manager,5,1000000,818812000,452694000,-44.713,material gain,789564791,950921875,422124083,508065208,818.812,452.694,1221281.564,2208997.689,211959808,196526080,-7.281,false,46604288,46845952,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
full,1000000,clustered_sparse_diff,5,10000,11856833,11523667,-2.810,noise-sensitive,11530750,18581167,9727625,16577500,1185.683,1152.367,843395.534,867779.328,219316224,203014144,-7.433,false,47095808,47357952,0.557,false,78,88,0,0,919912,880588,0,0,true,41399217,41580577,41859173,42020871,3650,3647,2,2,1000000,1000000
full,1000000,identical_diff,5,1,1334,2666,99.850,noise-sensitive,1292,2458,1459,287333,1334.000,2666.000,749625.187,375093.773,212549632,196984832,-7.323,false,46604288,46845952,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
full,1000000,random_batch_deletes,5,10000,1246839125,1101320375,-11.671,material gain,1216021250,2417028792,1026432791,1881826167,124683.913,110132.038,8020.281,9080.010,530382848,431177728,-18.704,false,88690688,90148864,1.644,false,3088,3635,3088,3187,38260666,41518660,37850637,38767651,true,40989188,41165275,79249854,80348228,3650,3606,2,2,990000,990000
full,1000000,random_batch_updates,5,10000,1278868875,983987334,-23.058,material gain,1220610916,2115297000,938262084,1806465834,127886.887,98398.733,7819.410,10162.732,567558144,431652864,-23.946,false,89157632,89882624,0.813,false,3088,3115,3088,3115,38260666,38578275,38260666,38578275,false,41399217,41580577,79659883,80158852,3650,3647,2,2,1000000,1000000
full,1000000,random_conflict_resolved_merge,5,5000,747741666,438289917,-41.385,material gain,696899167,811470958,414743583,468059083,149548.333,87657.983,6686.801,11407.974,593002496,524828672,-11.496,false,118767616,119468032,0.590,false,7383,7467,0,0,98281305,98688111,0,0,false,41399217,41580577,106920087,107372651,3650,3647,2,2,1000000,1000000
full,1000000,random_delete_diff,5,10000,445295541,388620209,-12.728,material gain,410433000,475698125,381666416,438450375,44529.554,38862.021,22456.996,25732.064,615841792,433258496,-29.648,false,88723456,90181632,1.644,false,6703,6423,0,0,79061635,77993243,0,0,false,40989188,41165275,79249854,80348228,3650,3606,2,2,990000,990000
full,1000000,random_disjoint_sparse_merge,5,10000,1206750,1192917,-1.146,noise-sensitive,1093667,1647125,1153583,1978542,120.675,119.292,8286720.530,8382812.886,338051072,242515968,-28.261,false,89153536,89841664,0.772,false,6,9,2,3,60507,76395,20169,25465,true,41399217,41580577,79700221,80209782,3650,3647,2,2,1000000,1000000
full,1000000,random_reads_cold_manager,5,1000000,1738091791,1605349250,-7.637,noise-sensitive,1649009792,2172660708,1498197958,2389187125,1738.092,1605.349,575343.607,622917.412,167542784,151371776,-9.652,false,46604288,46845952,0.519,false,3088,3115,0,0,38260666,38578275,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
full,1000000,random_reads_warm_manager,5,1000000,1230709416,1145165417,-6.951,noise-sensitive,1086424458,1408690833,1075154917,1694207458,1230.709,1145.165,812539.489,873236.290,167591936,151355392,-9.688,false,46604288,46845952,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
full,1000000,random_sparse_diff,5,10000,504698792,337144041,-33.199,material gain,490348458,547411542,319528708,506490209,50469.879,33714.404,19813.798,29660.913,571670528,458522624,-19.793,false,89190400,89915392,0.813,false,6176,6230,0,0,76521332,77156550,0,0,false,41399217,41580577,79659883,80158852,3650,3647,2,2,1000000,1000000
full,1000000,right_edge_reads_cold_manager,5,1000000,894323292,513452417,-42.588,material gain,849109750,1019998667,468513083,592901000,894.323,513.452,1118163.878,1947600.141,212221952,196427776,-7.442,false,46604288,46845952,0.519,false,36,38,0,0,432590,425301,0,0,true,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
full,1000000,right_edge_reads_warm_manager,5,1000000,836262625,430616167,-48.507,material gain,793332792,913586166,417182292,478536958,836.263,430.616,1195796.596,2322253.730,211976192,196509696,-7.296,false,46604288,46845952,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
full,1000000,shuffled_batch_build,5,1000000,799056333,828249042,3.653,noise-sensitive,775320291,1140683917,782288334,1132661750,799.056,828.249,1251476.221,1207366.323,404062208,395853824,-2.031,false,46571520,46813184,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
full,1000000,sorted_stream_build,5,1000000,760924166,747604166,-1.751,noise-sensitive,704283042,978769500,707247000,993365875,760.924,747.604,1314191.407,1337606.243,215924736,201097216,-6.867,false,46571520,46813184,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
full,10000000,append_batch_upserts,5,10000,141078125,118851292,-15.755,noise-sensitive,98566083,931160375,97943500,841633750,14107.812,11885.129,70882.711,84138.757,2036662272,1878409216,-7.770,false,467091456,469086208,0.427,false,3,3,40,39,19027,22012,433066,437765,true,414415620,416242123,414434647,416264135,36650,36667,2,2,10010000,10010000
full,10000000,append_disjoint_sparse_merge,5,10000,24189709,22347750,-7.615,material gain,16865291,32451042,20099084,41908375,2418.971,2234.775,413398.938,447472.341,2037891072,1881063424,-7.696,false,467148800,469172224,0.433,false,27,26,21,20,271858,284257,233795,240223,true,414415771,416242123,414491830,416334824,36652,36667,2,2,10010000,10010000
full,10000000,append_sparse_diff,5,10000,13015292,13759458,5.718,noise-sensitive,11631208,26804958,12345458,23578959,1301.529,1375.946,768326.980,726772.813,2035482624,1880129536,-7.632,false,467124224,469118976,0.427,false,43,42,0,0,452093,459777,0,0,false,414415620,416242123,414434647,416264135,36650,36667,2,2,10010000,10010000
full,10000000,clustered_batch_deletes,5,10000,105899833,389256500,267.570,noise-sensitive,97743417,817934208,343137292,910081167,10589.983,38925.650,94428.855,25690.001,2033319936,1884225536,-7.333,false,466632704,468652032,0.433,false,37,177,4,4,432979,1925057,19251,52518,true,413587853,415410109,414020832,415878888,36580,36591,2,2,9990000,9990000
full,10000000,clustered_batch_updates,5,10000,211127125,211638292,0.242,noise-sensitive,170845166,399795708,189154667,422669166,21112.713,21163.829,47364.828,47250.429,2037350400,1883127808,-7.570,false,467099648,469106688,0.430,false,39,45,37,43,446511,478955,432979,462887,true,414001581,415826370,414434560,416289257,36613,36631,2,2,10000000,10000000
full,10000000,clustered_conflict_resolved_merge,5,5000,19045625,14638458,-23.140,material gain,18365208,32396292,11021000,99137209,3809.125,2927.692,262527.483,341566.031,2035089408,1882062848,-7.519,false,467140608,469139456,0.428,false,69,69,0,0,674877,752367,0,0,true,414001581,415826370,414451499,416327948,36613,36631,2,2,10000000,10000000
full,10000000,clustered_delete_diff,5,10000,311852833,4624708,-98.517,material gain,273440542,2229680125,4326209,5268125,31185.283,462.471,32066.407,2162298.679,2034958336,1884864512,-7.376,false,466665472,468684800,0.433,false,214,48,0,0,2302588,521297,0,0,false,413587853,415410109,414020832,415878888,36580,36591,2,2,9990000,9990000
full,10000000,clustered_disjoint_sparse_merge,5,10000,10777083,9413541,-12.652,noise-sensitive,9620417,20099792,7097333,24898500,1077.708,941.354,927894.867,1062299.511,2033123328,1877966848,-7.631,false,467181568,469172224,0.426,false,9,9,3,3,71685,78951,23895,26317,true,414001581,415826370,414482350,416341891,36613,36631,2,2,10000000,10000000
full,10000000,clustered_reads_cold_manager,5,1000000,1003374875,549799667,-45.205,material gain,902110167,1104939291,521258916,669488042,1003.375,549.800,996636.476,1818844.317,2028486656,1873149952,-7.658,false,466640896,468623360,0.425,false,37,43,0,0,432979,462887,0,0,true,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
full,10000000,clustered_reads_warm_manager,5,1000000,867309959,437998875,-49.499,material gain,815539541,966768958,422694583,445448875,867.310,437.999,1152990.335,2283110.887,2029977600,1872592896,-7.753,false,466640896,468623360,0.425,false,0,0,0,0,0,0,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
full,10000000,clustered_sparse_diff,5,10000,20491458,15043875,-26.585,noise-sensitive,13718792,30695959,13417791,26078250,2049.146,1504.388,488008.223,664722.354,2035826688,1881079808,-7.601,false,467132416,469139456,0.430,false,74,86,0,0,865958,925774,0,0,true,414001581,415826370,414434560,416289257,36613,36631,2,2,10000000,10000000
full,10000000,identical_diff,5,1,1625,281833,17243.569,noise-sensitive,1375,4208,244583,295333,1625.000,281833.000,615384.615,3548.201,2029404160,1874673664,-7.624,false,466640896,468623360,0.425,false,0,0,0,0,0,0,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
full,10000000,random_batch_deletes,5,10000,10906001917,8201941917,-24.794,noise-sensitive,6319997958,15135254958,7423956334,15593949333,1090600.192,820194.192,916.926,1219.223,2738929664,3010265088,9.907,true,600510464,629493760,4.826,true,8559,21391,8559,10741,123383495,256941114,122973473,146532854,true,413591559,415411354,536975054,562359224,36613,36592,2,2,9990000,9990000
full,10000000,random_batch_updates,5,10000,7262575584,6187616209,-14.801,noise-sensitive,6404588500,13094327958,5573241667,10983247459,726257.558,618761.621,1376.922,1616.131,3055632384,2702721024,-11.550,false,600895488,603860992,0.494,false,8560,8578,8559,8577,123384274,124100545,123383495,124096676,false,414001581,415826370,537385076,539923046,36613,36631,2,2,10000000,10000000
full,10000000,random_conflict_resolved_merge,5,5000,1651631334,978618750,-40.748,material gain,1574336375,4030901917,958829125,1073916208,330326.267,195723.750,3027.310,5109.242,2664300544,2559066112,-3.950,false,615432192,617869312,0.396,false,14106,14157,0,0,205341162,205937286,0,0,false,414001581,415826370,550895689,553117894,36613,36631,2,2,10000000,10000000
full,10000000,random_delete_diff,5,10000,3059232917,1647319875,-46.153,material gain,2392083458,3810940250,1564555167,2151694167,305923.292,164731.987,3268.793,6070.466,2846654464,2922840064,2.676,false,600543232,629526528,4.826,true,25278,21545,0,0,330783557,293687663,0,0,false,413591559,415411354,536975054,562359224,36613,36592,2,2,9990000,9990000
full,10000000,random_disjoint_sparse_merge,5,10000,1769084,688834,-61.063,noise-sensitive,1456958,2337708,633084,701500,176.908,68.883,5652642.837,14517285.732,2173239296,2018639872,-7.114,false,600858624,603758592,0.483,false,6,3,2,1,40467,17832,13489,5944,false,414001581,415826370,537412054,539934934,36613,36631,2,2,10000000,10000000
full,10000000,random_reads_cold_manager,5,1000000,6650792291,5265582334,-20.828,noise-sensitive,5082741167,11123364125,4870014292,8847417833,6650.792,5265.582,150358.026,189912.518,1883799552,1727758336,-8.283,false,466640896,468623360,0.425,false,8559,8577,0,0,123383495,124096676,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
full,10000000,random_reads_warm_manager,5,1000000,1516885459,1472501583,-2.926,noise-sensitive,1427846500,2265647500,1380420083,1979971250,1516.885,1472.502,659245.557,679116.418,1883635712,1727430656,-8.293,false,466640896,468623360,0.425,false,0,0,0,0,0,0,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
full,10000000,random_sparse_diff,5,10000,1752662792,1245734083,-28.923,material gain,1725643583,3596019625,1151634375,1424827166,175266.279,124573.408,5705.604,8027.395,2910257152,2703687680,-7.098,false,600924160,603893760,0.494,false,17118,17154,0,0,246766990,248193352,0,0,false,414001581,415826370,537385076,539923046,36613,36631,2,2,10000000,10000000
full,10000000,right_edge_reads_cold_manager,5,1000000,1028773667,586775000,-42.964,material gain,959170958,1462844166,530328209,1138019584,1028.774,586.775,972031.101,1704230.753,2030125056,1874182144,-7.681,false,466640896,468623360,0.425,false,32,42,0,0,441597,438020,0,0,true,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
full,10000000,right_edge_reads_warm_manager,5,1000000,888047834,438288750,-50.646,material gain,861491917,1211519291,422279292,474087625,888.048,438.289,1126065.468,2281600.885,2028945408,1873199104,-7.676,false,466640896,468623360,0.425,false,0,0,0,0,0,0,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
